02-20-15 00:18:00	104.32.97.159	INFO	brother0031	AuthService	Log In	context=WebUI
02-20-15 00:18:10	104.32.97.159	INFO	brother0031	conf.sql	Switch Repository	rep. id=bd31dd8c1f4189288aad55d08260d726
02-20-15 00:21:28	142.129.155.248	INFO	root	AuthService	Log In	context=WebUI
02-20-15 00:21:39	142.129.155.248	INFO	root	conf.sql	Switch Repository	rep. id=6efc62a45ecacdc6e68fa4a76b900dad
02-20-15 00:21:41	142.129.155.248	INFO	root	conf.sql	Switch Repository	rep. id=6efc62a45ecacdc6e68fa4a76b900dad
02-20-15 00:21:42	142.129.155.248	INFO	root	conf.sql	Switch Repository	rep. id=6efc62a45ecacdc6e68fa4a76b900dad
02-20-15 00:21:44	142.129.155.248	INFO	root	conf.sql	Switch Repository	rep. id=6efc62a45ecacdc6e68fa4a76b900dad
02-20-15 00:21:45	142.129.155.248	INFO	root	conf.sql	Switch Repository	rep. id=bd31dd8c1f4189288aad55d08260d726
02-20-15 00:21:58	142.129.155.248	INFO	root	conf.sql	Switch Repository	rep. id=6efc62a45ecacdc6e68fa4a76b900dad
02-20-15 00:22:02	142.129.155.248	INFO	root	conf.sql	Switch Repository	rep. id=6efc62a45ecacdc6e68fa4a76b900dad
02-20-15 00:24:53	104.32.97.159	INFO	brother0031	conf.sql	Switch Repository	rep. id=ajxp_home
02-20-15 00:25:01	104.32.97.159	INFO	brother0031	conf.sql	Switch Repository	rep. id=bd31dd8c1f4189288aad55d08260d726
02-20-15 00:25:02	104.32.97.159	INFO	brother0031	conf.sql	Switch Repository	rep. id=bd31dd8c1f4189288aad55d08260d726
02-20-15 00:25:30	142.129.155.248	INFO	root	conf.sql	Switch Repository	rep. id=ajxp_home
02-20-15 00:25:35	142.129.155.248	INFO	root	conf.sql	Switch Repository	rep. id=bd31dd8c1f4189288aad55d08260d726
02-20-15 00:34:25	104.32.97.159	INFO	brother0031	conf.sql	Switch Repository	rep. id=ajxp_home
02-20-15 00:34:32	104.32.97.159	INFO	brother0031	conf.sql	Switch Repository	rep. id=bd31dd8c1f4189288aad55d08260d726
02-20-15 00:34:36	104.32.97.159	INFO	brother0031	conf.sql	Switch Repository	rep. id=bd31dd8c1f4189288aad55d08260d726
02-20-15 00:36:26	104.32.97.159	INFO	brother0031	conf.sql	Switch Repository	rep. id=bd31dd8c1f4189288aad55d08260d726
02-20-15 00:36:30	104.32.97.159	INFO	brother0031	conf.sql	Switch Repository	rep. id=80a985c5f1be4ae25f9e82c66f989e73
02-20-15 00:36:33	104.32.97.159	INFO	brother0031	conf.sql	Switch Repository	rep. id=bd31dd8c1f4189288aad55d08260d726
02-20-15 00:36:36	104.32.97.159	INFO	brother0031	conf.sql	Switch Repository	rep. id=bd31dd8c1f4189288aad55d08260d726
02-20-15 00:38:53	104.32.97.159	ERROR	brother0031	fsAccessWrapper	stream_open	Error while opening stream ajxp.fs://bd31dd8c1f4189288aad55d08260d726\Business Law, Text and Cases, 13E- Clarkson [PDF] [StormRG] (Cannot find repository with id bd31dd8c1f4189288aad55d08260d726\Business Law, Text and Cases, 13E- Clarkson [PDF] [StormRG])
02-20-15 00:38:54	104.32.97.159	ERROR	brother0031	class.fsAccessWrapper.php	error l.75	message=Cannot find repository with id bd31dd8c1f4189288aad55d08260d726\Business Law, Text and Cases, 13E- Clarkson [PDF] [StormRG]
02-20-15 00:38:56	104.32.97.159	INFO	brother0031	access.fs	Upload File	file=submission-platform//5e2c9e3d23edba569222053300ac3fac
02-20-15 00:38:56	104.32.97.159	ERROR	brother0031	class.fsAccessWrapper.php	error l.275	message=fopen(C:\Users\Administrator\Desktop\submit/EEB 152 Exam 1): failed to open stream: Permission denied
02-20-15 00:41:28	104.32.97.159	ERROR	brother0031	fsAccessWrapper	stream_open	Error while opening stream ajxp.fs://bd31dd8c1f4189288aad55d08260d726\Business Law, Text and Cases, 13E- Clarkson [PDF] [StormRG] (Cannot find repository with id bd31dd8c1f4189288aad55d08260d726\Business Law, Text and Cases, 13E- Clarkson [PDF] [StormRG])
02-20-15 00:41:28	104.32.97.159	ERROR	brother0031	class.fsAccessWrapper.php	error l.75	message=Cannot find repository with id bd31dd8c1f4189288aad55d08260d726\Business Law, Text and Cases, 13E- Clarkson [PDF] [StormRG]
02-20-15 00:41:32	104.32.97.159	INFO	brother0031	access.fs	Upload File	file=submission-platform//c836f45f205b65d7d279146a6dc0cae9
02-20-15 02:05:01	142.129.155.248	INFO	root	conf.sql	Switch Repository	rep. id=6efc62a45ecacdc6e68fa4a76b900dad
02-20-15 02:05:21	142.129.155.248	INFO	root	conf.sql	Switch Repository	rep. id=6efc62a45ecacdc6e68fa4a76b900dad
02-20-15 08:45:21	142.129.147.126	WARNING	shared	AuthService	Login failed	user=brother0016;error=Invalid password
02-20-15 08:45:44	142.129.147.126	INFO	brother0016	AuthService	Log In	context=WebUI
02-20-15 08:46:30	142.129.147.126	INFO	brother0016	conf.sql	Switch Repository	rep. id=bd31dd8c1f4189288aad55d08260d726
02-20-15 08:46:32	142.129.147.126	INFO	brother0016	conf.sql	Switch Repository	rep. id=bd31dd8c1f4189288aad55d08260d726
02-20-15 09:08:18	142.129.147.126	ERROR	brother0016	fsAccessWrapper	stream_open	Error while opening stream ajxp.fs://bd31dd8c1f4189288aad55d08260d726\Business Law, Text and Cases, 13E- Clarkson [PDF] [StormRG] (Cannot find repository with id bd31dd8c1f4189288aad55d08260d726\Business Law, Text and Cases, 13E- Clarkson [PDF] [StormRG])
02-20-15 09:08:18	142.129.147.126	ERROR	brother0016	class.fsAccessWrapper.php	error l.75	message=Cannot find repository with id bd31dd8c1f4189288aad55d08260d726\Business Law, Text and Cases, 13E- Clarkson [PDF] [StormRG]
02-20-15 09:08:19	142.129.147.126	INFO	brother0016	access.fs	Upload File	file=submission-platform//8d14bff79f20e632e09f2a99bb418142
02-20-15 09:08:19	142.129.147.126	ERROR	brother0016	class.fsAccessWrapper.php	error l.275	message=fopen(C:\Users\Administrator\Desktop\submit/Econ 145): failed to open stream: Permission denied
